Id;Name;Slug;Begginer;Description;Source;Tags
223;Боковые подтягивания на TRX;trx_bokovie;"
Для мужчин: 10 - 12 повторений. 2 - 3 подхода.
Для женщин: 10 - 12 повторений. 2 - 3 подхода.

Купить такие же TRX-петли (и другой инвентарь) можно здесь. Для пользователей моего сайта скидка 10% по промокоду trener.




";"

Это упражнение где вы можете подтягиваться одной рукой. Оно неплохо так заставляет сокращаться широчайшие мышцы, при этом, почти не затрагивая остальные мышцы спины.


Основные фишки


1. Второй ногой можно опираться или не опираться. Если не будете опираться, то так будет сложнее. Если же будете опираться о пол, то в начале движения вы сможете немного помогать себе ногой, нивелировав тем самым разницу в нагрузке в начале и в конце движения.


2. Кисть и советую поворачивать ладонью вниз, когда руку выпрямляете. Это позволит сильнее растянуться широчайшей мышцы. А когда сгибаете руку, то поворачивайте кисть ладонью вверх, чтобы сильнее сократить спину.


3. Не нужно создавать инерцию тела за счёт движения таза. То есть вы должны опускаться и подниматься всем телом равномерно, а ноги и корпус должны быть на одной линии.


4. Сложность выбирайте такую, чтобы вы могли сделать чисто без раскачки раз 10 или более. Бицепсом старайтесь не помогать. Помните, что основная нагрузка должна быть на широчайшей.

";https://tvoytrener.com/www/yprajnenia/trx_bokovie.html;Спина,Шея,Широчайшие мышцы
224;Сгибание одной руки на TRX;trx_biceps;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие TRX петли(и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.




";"


При сгибании руки можно вторую ногу также ставить на пол и в начале движения немного помогать себе ногой. Это нужно для того, чтобы нивелировать разницу между сильно большой нагрузкой в начале движения и легкой – в конце движения. Можно и с одной ноги дела (вторая не опирается о пол), но так делать сложнее, да и нагрузка на сухожилия выше.


Основные фишки


1. При сгибании руки локоть должен оставаться на месте. Если будете подтягивать локоть вперёд или к себе, то в работу будет включаться грудь или спина.


2. Сгибать кисть руки нужно примерно к уху или чуть выше.


3. Работать советую по полной амплитуде, то есть – полностью выпрямлять руку. Сгибание при этом должно быть полностью подконтрольным.


";https://tvoytrener.com/www/yprajnenia/trx_biceps.html;Руки,Бицепс
225;Сгибание рук хватом сверху на TRX;trx_predp;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.



Купить такие же TRX петли (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.







";"


Упражнение это в первую очередь направлено на мышцы предплечья (примерно 60% – 70% нагрузки). А бицепс работает примерно на 30% - 40%. Чем толще ручка, тем сложнее делать это упражнения и тем больше работают предплечья.


Основные фишки


1. Старайтесь не раскачиваться тазом. Поднимайтесь без инерции и одновременно всем телом. Локти старайтесь держать на месте и не подтягивать к себе.


2. Большие бицепсы вы так не накачаете, зато хорошо укрепите ваши предплечья. В общем, упражнение нужное. Оно хорошо впишется в конец вашей тренировки на руки! Старайтесь поднимать и опускать руки медленно.


";https://tvoytrener.com/www/yprajnenia/trx_predp.html;Руки,Предплечья
226;Подтягивания обратным хватом;podtiagivania_obratnim_hvatom;"
Для мужчин: 6 - 12 повторений без веса. 2 - 3 подхода.
Для женщин: не для новичков.


";"

Отличное упражнение и на бицепс, и на широчайшую одновременно. Если вы хотите, чтобы спина работала больше, то просто сильнее прогните спину, отклоняясь немного назад. Если хотите чтобы больше работал бицепс - подтягивайтесь без прогиба, просто вверх - вниз.


Основные фишки


1. Хват должен быть на ширине плеч, или чуть уже. Но сильно узко (руки вплотную друг к другу) браться не советую.


2. Опускаться желательно до конца. Подниматься тоже. В верхней точке выпячиваем грудь и подаём её вперёд и вверх, чтобы лучше задействовать спину.


3. Для лучшего эффекта рекомендую вот что. После того, как выполнили последнее повторение, опуститесь вниз на 1/4 амплитуды и задержитесь в таком положении на максимальное количество времени. То есть угол в локте у вас должен быть примерно 70 – 90 градусов. Такое статическое усилие на фоне усталости отлично растит вашу силу и силовую выносливость.


4. Вообще, подтягивание обратным хватом, это базовое упражнение для бицепсов. И, пожалуй, единственное базовое. Поэтому, если вы хотите большие и сильные бицепсы, то обязаны подтягиваться таким стилем.


5. Можно использовать также негативные повторения. Вы грузите на пояс максимальный вес, с которым можете подтянуться 1 повторение. Подтягиваетесь и дальше действуете по методу, описанному в пункте 3. Упираетесь до тех пор, пока руки почти полностью не разогнутся под весом.

";https://tvoytrener.com/www/yprajnenia/podtiagivania_obratnim_hvatom.html;Широчайшие мышцы,Бицепс
227;Сгибание рук со штангой стоя;sgibanie_ryk_so_shtangoi;"
Для мужчин: 10 - 15 повторений 15 - 20 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений 10 - 12 кг. 2 - 3 подхода.

";"

Это классическое упражнение на бицепс. Запомните: 1. Не поднимайте штангу до упора вверх. Немного не доводите ее до груди. 2. Локти, при подъеме, лучше немного вытаскивать вперед. Это заставит бицепс сильнее сократиться. 3. Опускайте штангу как минимум не быстрее, чем вы ее поднимали. Изогнутый гриф даёт больше нагрузки на внутреннюю головку бицепса.


Основные фишки


1. Ширина хвата имеет значение. Хват на ширине плеч или чуть шире – больше будет работать внутренняя головка бицепса. Если хват уже плеч, то больше нагрузки будет на внешнюю головку.


2. Разгибать руки необходимо до конца. А вот сгибать – не до самого конца. Кисть должна оставаться немного впереди локтя. При таком варианте бицепс будет максимально напряжён в верхней точке.


3. Локти желательно не держать на месте, а немного выводить вперёд при подъёме штанги. Но лишь немного. Для того чтобы сильнее сократить бицепсы.


4. Старайтесь не раскачиваться и не помогать себе спиной или ногами. Это можно сделать только последние 1 – 2 повторения. Спина должна быть прямая, а плечи отведены назад.


5. Ставьте такой вес, чтобы могли сделать хотя бы 8 повторений.


6. Вопреки всеобщему мнению, я не считаю сгибание рук со штангой базовым упражнением. Базовое упражнение для бицепсов это подтягивания. Поэтому, если вы хотите большие и сильные бицепсы, то обязательно включайте в свою тренировку подтягивания.


";https://tvoytrener.com/www/yprajnenia/sgibanie_ryk_so_shtangoi.html;Руки,Бицепс
228;Сгибания рук с гантелями сидя/стоя;bizeps_sidia_poperemenno;"
Для мужчин: 10 - 15 повторений по 8 - 12 кг (каждая гантеля). 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 3 - 5 кг (каждая гантеля). 2 - 3 подхода.
";"

Существуют разные варианты. С разворотом гантели вверху, так больше нагружается наружняя головки бицепса. Без разворота (молоток), сильнее работает внутренняя головка. А также с опорой на скамью под разными углами. чем ниже угол, тем тяжелее делать упражнение.


Основные фишки


1. При варианте сидя с опорой на спинку снижается возможность раскачки корпусом. Это с одной стороны не позволяет вам халтурить и поднимать гантели за счёт инерции. А с другой стороны – мешает читинговать тогда, когда это действительно нужно.


2. Не следует вверху запрокидывать гантели и поднимать их чересчур высоко. То есть в верхней точке кисть должна быть немного впереди локтя. При таком варианте ваш бицепс будет максимально напряжён. Если же вы запрокинете гантелю, то КПД упражнения снизится, так как нагрузка с бицепса в верхней точке будет сниматься.


3. Если в верхней точке подворачивать кисть наружу так, чтобы мизинец был немного выше большого пальца, то нагрузка будет смещаться на внутреннюю головку бицепса. Это будет проще сделать, если взяться за гантелю не посередине, а ближе к внутреннему краю ручки.


4. Если делать сгибание не одновременно, а попеременно, то можно работать с весом на 10% большим. Однако нужно следить за корпусом, чтобы не раскачиваться.


5. Чем выше поднимете локоть в верхней точке амплитуды, тем сильнее сократится бицепс. Но и нагрузка на него вверху будет меньше. Так что советую не злоупотреблять этим методом, а выводить локти примерно на 10 см вперёд.

";https://tvoytrener.com/www/yprajnenia/bizeps_sidia_poperemenno.html;Руки,Бицепс
229;Сгибания рук с гантелями сидя/стоя;bizeps_sidia_poperemenno;"
Для мужчин: 10 - 15 повторений по 8 - 12 кг (каждая гантеля). 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 3 - 5 кг (каждая гантеля). 2 - 3 подхода.
";"

Существуют разные варианты. С разворотом гантели вверху, так больше нагружается наружняя головки бицепса. Без разворота (молоток), сильнее работает внутренняя головка. А также с опорой на скамью под разными углами. чем ниже угол, тем тяжелее делать упражнение.


Основные фишки


1. При варианте сидя с опорой на спинку снижается возможность раскачки корпусом. Это с одной стороны не позволяет вам халтурить и поднимать гантели за счёт инерции. А с другой стороны – мешает читинговать тогда, когда это действительно нужно.


2. Не следует вверху запрокидывать гантели и поднимать их чересчур высоко. То есть в верхней точке кисть должна быть немного впереди локтя. При таком варианте ваш бицепс будет максимально напряжён. Если же вы запрокинете гантелю, то КПД упражнения снизится, так как нагрузка с бицепса в верхней точке будет сниматься.


3. Если в верхней точке подворачивать кисть наружу так, чтобы мизинец был немного выше большого пальца, то нагрузка будет смещаться на внутреннюю головку бицепса. Это будет проще сделать, если взяться за гантелю не посередине, а ближе к внутреннему краю ручки.


4. Если делать сгибание не одновременно, а попеременно, то можно работать с весом на 10% большим. Однако нужно следить за корпусом, чтобы не раскачиваться.


5. Чем выше поднимете локоть в верхней точке амплитуды, тем сильнее сократится бицепс. Но и нагрузка на него вверху будет меньше. Так что советую не злоупотреблять этим методом, а выводить локти примерно на 10 см вперёд.

";https://tvoytrener.com/www/yprajnenia/bizeps_sidia_poperemenno.html;Руки,Бицепс
230;Сгибания рук с гантелями «молот»;biceps_molotok;"
Для мужчин: 10 - 15 повторений по 8 - 12 кг (каждая гантеля). 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 3 - 5 кг (каждая гантеля). 2 - 3 подхода.

";"

Держа руку таким образом, вы больше нагружаете внутреннюю головку бицепса и предплечье. Довольно простое и эффективное упражнение. Следите за локтями. Они не должны ""плясать"" ни в бок, ни сильно вперед.


Можно делать как одновременно, так и попеременно. Как сидя, так и стоя. Новичкам всё-таки советую делать попеременно. Тогда вы будете меньше раскачиваться. Упражнение ""молот"" не подходит в качестве базового упражнения. Его хорошо делать в конце тренировки на руки. Чтобы окончательно забить не только бицепсы, но и предплечья.


Основные фишки


1. Не поднимайте гантелю к самому плечу (как бы забрасывая её наверх). Бицепс в верхней части траектории должен быть максимально напряжён. А при забрасывании, нагрузка с него снимается и он расслабляется.


2. Не раскачивайтесь корпусом. Особенно это получается само собой, если делать попеременно. При раскачке вы поднимаете гантели по инерции, а не силой мышц рук. Поэтому эффективность упражнения падает.


3. Это упражнение не базовое. Поэтому нет смысла брать слишком большой вес и кое-как делать 5 – 6 повторений. Вес должен быть таким, чтобы вы могли сделать как минимум 8 чистых и красивых повторений.


4. В нижней точке выпрямляйте руки до конца, расслабляя бицепсы. Так вы сможете сделать больше повторений. Но при этом не нужно отводить руку назад, чтобы избежать раскачки.


5. При варианте сидя на скамейке лучше делать это с опорой на спинку. Так вы не будете раскачиваться. Кроме этого можно усложнить упражнение, если поставить спинку не вертикально, а немного под наклоном.

";https://tvoytrener.com/www/yprajnenia/biceps_molotok.html;Гибридные упражнения
231;Сгибание руки сидя через колено;cherez_koleno;"
Для мужчин: 10 - 15 повторений по 8 - 12 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 3 - 5 кг. 2 - 3 подхода.

";"

Именно через колено! Локоть должен быть расположен максимально близко к колену. А рука развернута так, чтобы в верхней точке гантеля упиралась вам в грудь. Несмотря на свою простоту, это упражнение имеет много важных нюансов. Новичкам делать его особого смысла нет, так как это упражнение скорее не растит ваши бицепсы, а формирует их.


Основные фишки


1. Руку необходимо разгибать до конца, максимально растягивая бицепс. Все движения необходимо делать плавно без раскачек.


2. А вот в верхней точке необходимо максимально сократить бицепс. И сделать это можно только если в вы в конце движения развернёте кисть максимально вверх. То есть так, чтобы мизинец оказался немного выше большого пальца. Край гантели при этом у вас должен упереться в грудь.


3. Локоть необходимо упирать в бедро возле колена. То есть необходимо локоть отставить как можно дальше от туловища. Чтобы предплечье было параллельно линии плеч и груди.


4. Внизу можно кисть разворачивать ладонью вовнутрь (к себе). Это дополнительно растянет бицепс.


5. Упражнение нужно использовать только после базовых упражнений на бицепс в качестве «добивания». Если делать его само по себе, то эффекта оно не даст. Так как не растит ни силу, ни массу мышц.

";https://tvoytrener.com/www/yprajnenia/cherez_koleno.html;Руки,Бицепс
232;Сгибание рук в тренажёре;biceps_v_trenagere;"
Для мужчин: 10 - 15 повторений по 15 - 20 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 5 - 10 кг. 2 - 3 подхода.
";"

Аналог сгибания рук на скамье Скотта. Стоит использовать только на ""добивание"" ваших бицепсов ""изнасилованных"" предыдущими упражнениями.


Основные фишки


1. Не опускайте рукоятку тренажёра до самого конца. То есть полностью руки разгибать нежелательно. Оставляйте небольшой угол в локтевых суставах. Это поможет избежать ненужных травм.


2. Подставку нужно настраивать под себя так, чтобы верхняя её часть была примерно на середине груди и немного упиралась в подмышечные впадины при выполнении упражнения. Можно немного ниже. Но не выше. Это тоже напрямую связано с возможностью травмироваться.


3. В некоторых тренажёрах есть специальный рычаг, который подаёт рукоятку, чтобы атлет не тянулся за ней в начала и в конце подхода. Если такого рычага нет, то лучше просить ассистента подать вам рукоятку. Иначе с большим весом можно потянуть сухожилия.


4. Не сгибайте руки полностью в локте. Это снизит КПД упражнения. Предплечья в верхней точке должны слегка не доходить до перпендикулярного положения. То есть ваши бицепсы должны быть максимально напряжены в верхней точке движения.


5. Не делайте это упражнение, если у вас есть боли в локтях. Пусть даже они именно на этом упражнении и не болят. Кроме этого, как вариант, можно делать это упражнение одной рукой. Меняя руки. Как будто тренируетесь с гантелей.

";https://tvoytrener.com/www/yprajnenia/biceps_v_trenagere.html;Руки,Бицепс
233;Сгибание рук на скамье скотта;biceps_skotta;"
Для мужчин: 10 - 15 повторений по 15 - 20 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 8 - 12 кг. 2 - 3 подхода.
";"

Это приспособление заставляет ваши бицепсы работать изолированно и не дает вам халтурить. Опускать штангу вниз лучше медленно, так как есть риск травмировать локти. Вообще, не советую часто делать это упражнение из-за его повышенной травмоопасности.


Основные фишки


1. Не опускайте штангу до самого конца. То есть не выпрямляйте полностью руки. Оставляйте небольшой угол в локтевых суставах. Это снизит риск получения травмы.


2. Подставку нужно настраивать под себя так, чтобы верхняя её часть была примерно на середине груди. Можно немного ниже. Но не выше. Это опять-таки связано с риском травмироваться.


3. Лучше чтобы снаряд подавал и снимал ассистент. Особенно если вес тяжёлый. Ведь самому снимать штангу из такого положения крайне неудобно. Можно потянуть сухожилия.


4. Не сгибайте руки полностью в локте. Это снизит КПД упражнения. Предплечье в верхней точке должно немного не доходить до перпендикулярного положения относительно пола.


5. Не делайте это упражнение, если у вас есть боли в локтях. Пусть даже они именно на этом упражнении и не болят. Кроме этого удобней делать бицепс на скамье скотта с изогнутым грифом.


6. Не забывайте, что для разнообразия это упражнение можно делать и с гантелей.


7. Скамью скотта ещё называют: скамья молитвы, скамья проповедника, скотина )).

";https://tvoytrener.com/www/yprajnenia/biceps_skotta.html;Руки,Бицепс
234;Сгибание рук с гантелями сидя под углом;bizeps_sidia;"
Для мужчин: 10 - 15 повторений по 7 - 10 кг (каждая гантеля). 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 3 - 4 кг (каждая гантеля). 2 - 3 подхода.
";"

Чем больше вы сделаете угол наклона, тем сильнее будет растягиваться ваш бицепс. Обычно ставят 50 - 70 градусов. В нижней точке старайтесь расслабить руку. И никаких раскачиваний.


Такой вариант упражнения более сложный, чем просто сидя. Не рекомендую для использования новичкам.


Основные фишки


1. Чтобы ещё сильнее растянуть бицепсы нужно голову прижать к лавке. Тогда вы непроизвольно развернёте грудь и отведёте плечи назад.


2. Есть смысл делать наклон лавки до 50 градусов относительно плоскости пола. Обычно же делают 60 – 70 градусов. Наклон ниже 50 градусов будет очень сильно растягивать бицепсы и может вызвать травмы в виде растяжений сухожилий.


3. Под наклоном качать бицепсы тяжелее, чем стоя. Поэтому вес гантелей должен быть 80% - 90% от тех, какими вы качаете бицепсы стоя.


4. Опускать руки вниз нужно плавно и до конца. Ни в коем случае не нужно делать замах руками назад. Во-первых, это снизит эффективность упражнения. А во-вторых, можете потянуть плечо или руку.


5. Для более комфортного выполнения желательно в нижней точке кисть поворачивать вовнутрь. А в верхней точке или разворачивать наружу (если хотите чтобы больше была задействована наружная головка бицепса), или не разворачивать (тогда больше будет работать внутренняя головка бицепса и предплечье).


6. Сгибать руки можно как вместе, так и попеременно. Принципиальных отличий здесь нет. Кому как больше нравится. 


";https://tvoytrener.com/www/yprajnenia/bizeps_sidia.html;Руки,Бицепс
235;Сгибание рук с EZ грифом;bizeps_ez;"
Для мужчин: 10 - 15 повторений по 15 - 20 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 8 - 12 кг. 2 - 3 подхода.
";"


Нагрузка больше ложится на внутреннюю головку бицепса, чем у аналога с прямым грифом. В остальном - суть та же. Кроме этого упражнение с изогнутым грифом комфортнее выполнять, так как кисть находится в более удобном положении.


Основные фишки


1. Чем сильнее изгиб грифа, тем большая нагрузка ложится на внутреннюю головку бицепса.


2. Не забрасывайте руки сильно высоко вверх. Иными словами, не доводите гриф до самых плеч. Иначе нагрузка с бицепсов будет уменьшаться вверху. А это отрицательно скажется на КПД упражнения. Сгибайте руки так, чтобы кисти в верхней части были немного впереди локтей.


3. Не убирайте локти назад во время подъёма штанги и не вытаскивайте их сильно вперёд. Оптимальный вариант – немного подать локти вперёд во время подъёма снаряда. Примерно на 5 – 6 см.


4. Не раскачивайтесь туловищем. Вы должны поднимать штангу силой мышц, а не по инерции.


5. Руки желательно разгибать внизу полностью. Чтобы на короткое мгновение ваши бицепсы полностью растянулись. Это увеличит амплитуду движения. А значит увеличит и КПД всего упражнения.


6. Старайтесь не горбиться. Грудь должна быть расправлена, а плечи немного отведены назад. Не забывайте, что одним концом двуглавая мышца плеча крепится именно к плечу. Поэтому осанка тоже влияет на эффективность упражнения.

";https://tvoytrener.com/www/yprajnenia/bizeps_ez.html;Руки,Бицепс
236;Сгибание рук с нижнего блока;bizeps_v_krossovere2;"

Для мужчин: 10 - 15 повторений по 20 - 25 кг. 2 - 3 подхода.

Для женщин: 10 - 15 повторений по 10 - 15 кг. 2 - 3 подхода.
";"

Можно выполнять как одной, так и двумя руками. В отличии от штанги, где в верхней части траектории бицепс практически отдыхает, здесь даже вверху мышца вынуждена преодолевать натяжение троса.


Основные фишки


1. Чем вы дальше отойдёте от блока, тем тяжелее вашим бицепсам придётся в верхней точке амплитуды. Ведь здесь сила тяжести направлена не вниз, а в сторону троса. Поэтому, даже если вы будете запрокидывать руки, то бицепсы всё равно будут оставаться в напряжении.


2. Выпрямлять руки желательно до конца. Это сделает амплитуду более длинной. А значит – улучшит КПД упражнения.


3. В отличие от штанги, где нагрузка на руки в начале и в конце движение меньше, чем в середине, при сгибании рук в кроссовере нагрузка равномерно распределяется по всей траектории.


4. Теоретически, это упражнение можно делать даже лёжа. На практике я не пробовал. Но любители поизвращаться могут попробовать.


5. Можно использовать разные рукоятки, имитирующие прямой или изогнутый гриф. Это позволит перемещать нагрузку с наружной головки бицепса (прямая рукоятка) на внутреннюю (изогнутая).


";https://tvoytrener.com/www/yprajnenia/bizeps_v_krossovere2.html;Руки,Бицепс
237;Сгибание рук с верхнего блока в кроссовере;bizeps_v_krossovere;"
Для мужчин: 10 - 15 повторений по 10 - 20 кг. 2 - 3 подхода.
Для женщин: 10 - 15 повторений по 5 - 10 кг. 2 - 3 подхода.
";"

Можно выполнять как сидя, так и стоя. Сидя - более сложный вариант, так как работать бицепсу приходится из более сокращенного состояния. Локти должны оставаться на месте. Кисти подтягиваете к ушам. В общем, делайте как показанно на картинке.


Основные фишки


1. Локти должны смотреть строго в стороны. Если будете выводить их вперёд (а такой соблазн появляется когда заканчиваются силы), то включаться в работу будет уже грудь.


2. Если делать это упражнение не стоя а сидя, то плечи окажутся значительнее ниже блока. Это значит что руки будут смотреть в стороны и вверх, и бицепсы будут сильнее сокращаться.


3. При выпрямлении рук если хотите сильнее растянуть бицепсы, то можно кисть поворачивать ладонью вперёд (и даже ладонью вниз). И руки желательно разгибать до конца.


4. Это упражнение можно так же делать одной рукой. При таком варианте для сохранения равновесия можно взяться свободной рукой за противоположный край кроссовера.

";https://tvoytrener.com/www/yprajnenia/bizeps_v_krossovere.html;Руки,Бицепс
238;Сгибания рук с резиной стоя;sgibanie_ryk_rezina;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"


Запомните: 1. Руки не нужно сгибать прям до самого касания с грудью. 2. Локти, при подъеме, лучше немного вытаскивать вперед. Это заставит бицепс сильнее сократиться. 3. Опускайте руки как минимум не быстрее, чем вы ее поднимали. Можно сгибать руки как вместе, так и попеременно.


Основные фишки


1. Ширина хвата имеет значение. Хват на ширине плеч или чуть шире – больше будет работать внешняя головка бицепса. Если хват уже плеч, то больше нагрузки будет на внутреннюю головку.


2. Разгибать руки необходимо до конца. А вот сгибать – не до самого конца. Кисть должна оставаться немного впереди локтя. При таком варианте бицепс будет максимально напряжён в верхней точке.


3. Локти желательно не держать на месте, а немного выводить вперёд при сгибании рук. Но лишь немного. Для того чтобы сильнее сократить бицепсы.


4. Старайтесь не раскачиваться и не помогать себе спиной или ногами. Это можно сделать только последние 1 – 2 повторения. Спина должна быть прямая, а плечи отведены назад.


5. Если сгибать двойную петлю для вас слишком тяжело, то можете взяться руками только за одну её сторону. Так в 2 раза легче.


6. Вопреки всеобщему мнению, я не считаю сгибание рук  базовым упражнением. Базовое упражнение для бицепсов это подтягивания. Поэтому, если вы хотите большие и сильные бицепсы, то обязательно включайте в свою тренировку подтягивания.


";https://tvoytrener.com/www/yprajnenia/sgibanie_ryk_rezina.html;Руки,Бицепс
239;Сгибание руки с резиной сверху;rezina_biceps;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Можно выполнять как сидя, так и стоя. Сидя - более сложный вариант, так как работать бицепсу приходится из более сокращенного состояния. Локти должны оставаться на месте. Кисти подтягиваете к ушам. В общем, делайте как показанно на картинке.


Основные фишки


1. Локти должны смотреть строго в стороны. Если будете выводить их вперёд (а такой соблазн появляется когда заканчиваются силы), то включаться в работу будет уже грудь.


2. Если делать это упражнение не стоя а сидя, то плечи окажутся значительнее ниже блока. Это значит что руки будут смотреть в стороны и вверх, и бицепсы будут сильнее сокращаться.


3. При выпрямлении рук если хотите сильнее растянуть бицепсы, то можно кисть поворачивать ладонью вперёд (и даже ладонью вниз). И руки желательно разгибать до конца.


4. Это упражнение можно так же делать одной рукой.

";https://tvoytrener.com/www/yprajnenia/rezina_biceps.html;Руки,Бицепс
240;Сгибание руки через колено с резиной;rezina_cherez_koleno;"
Для мужчин: 10 - 15 повторений. 2 - 3 подхода.
Для женщин: 10 - 15 повторений. 2 - 3 подхода.

Купить такие же резинки (и другой инвентарь) можно здесь. Для пользователей моего приложения скидка 10% по промокоду trener.





Скачать видеокурс со всеми остальными упражнениями с резиной (51 упражнение).
";"

Именно через колено! Локоть должен быть расположен максимально близко к колену. А рука развернута так, чтобы в верхней точке кисть была направлена вам в грудь. Несмотря на свою простоту, это упражнение имеет много важных нюансов. Новичкам делать его особого смысла нет, так как это упражнение скорее не растит ваши бицепсы, а формирует их.


Основные фишки


1. Руку необходимо разгибать до конца, максимально растягивая бицепс. Все движения необходимо делать плавно без раскачек.


2. А вот в верхней точке необходимо максимально сократить бицепс. И сделать это можно только если в вы в конце движения развернёте кисть максимально вверх. То есть так, чтобы мизинец оказался немного выше большого пальца.


3. Локоть необходимо упирать в бедро возле колена. То есть необходимо локоть отставить как можно дальше от туловища. Чтобы предплечье было параллельно линии плеч и груди.


4. Внизу можно кисть разворачивать ладонью вовнутрь (к себе). Это дополнительно растянет бицепс.


5. Упражнение лучше использовать только после базовых упражнений на бицепс в качестве «добивания».

";https://tvoytrener.com/www/yprajnenia/rezina_cherez_koleno.html;Руки,Бицепс
